"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ASRGL1",-0.453877854681167,3.0764062396763,-2.48552781890176,0.0159437885759176,0.964363620971626,-3.37998001000711
"PPP2R3C",-0.403390809494938,3.21851043983701,-2.48543772157581,0.015947414722708,0.964363620971626,-3.38008899467518
"ZNF8",0.386749697503458,3.24311792797361,2.48459142960003,0.015981511793767,0.964363620971626,-3.38111256046454
"KRT6A",0.31795751381695,3.77138116124683,2.48432430709274,0.0159922878065102,0.964363620971626,-3.38143558616432
"OR1D5",0.354297126048025,3.59006988029314,2.48387414926151,0.016010462505449,0.964363620971626,-3.38197989698987
"H2BW1",0.380121340785497,2.91260770135092,2.4816085471612,0.0161022174309318,0.964363620971626,-3.38471830062967
"MAT2A",-0.284194930828596,4.75980471382282,-2.48040411248276,0.0161511889718416,0.964363620971626,-3.38617336354233
"DIP2A",-0.359169048492507,3.65860660731966,-2.47739739475495,0.0162740272884762,0.964363620971626,-3.38980355481827
"RPL18",-0.225893163022031,6.63069032739252,-2.47724659860843,0.0162802101486009,0.964363620971626,-3.38998553775599
"RTL1",0.364959247079662,3.48052078300838,2.47659650563391,0.0163068891711461,0.964363620971626,-3.39076998914837
"NBPF6",-0.376822521483482,3.60562666074355,-2.4734367646255,0.0164371236895068,0.964363620971626,-3.39458068815413
"OR5L1",-0.253148086561294,5.86008260333388,-2.47318827849486,0.016447405185187,0.964363620971626,-3.39488021979324
"INSL3",-0.418507544540819,3.42457011825903,-2.47263049025285,0.0164705056591523,0.964363620971626,-3.39555251430385
"NADSYN1",0.310131157042303,3.95900935086455,2.47153699352505,0.0165158771202949,0.964363620971626,-3.3968701779203
"ZNF292",0.365437845780083,4.10880248081573,2.46860621306345,0.0166380377337854,0.964363620971626,-3.40039972292706
"FARP1",-0.291931133606924,4.14589802437901,-2.46724791659761,0.016694929968513,0.964363620971626,-3.40203451099022
"PTN",-0.469606007202335,2.86659752302763,-2.46711491134247,0.0167005103094932,0.964363620971626,-3.40219455602953
"GBP3",-0.27761144083671,4.0001043722717,-2.46699535078545,0.0167055280026528,0.964363620971626,-3.4023384178365
"PXMP2",-0.361291695980278,3.46740995205825,-2.46620284051707,0.0167388222891224,0.964363620971626,-3.40329188398837
"ADCY3",-0.383505759904712,3.8126794562753,-2.46582609585022,0.0167546707422582,0.964363620971626,-3.40374506754482
"C1QC",-0.45213139957277,3.91481038346453,-2.46369548846849,0.0168445534579952,0.964363620971626,-3.40630703168788
"CCNE2",-0.379632788166925,3.21582418628999,-2.46300321961607,0.0168738512156663,0.964363620971626,-3.40713911544719
"RBM11",0.382072394511569,3.57130879012862,2.4619887829512,0.0169168665133571,0.964363620971626,-3.40835813273297
"IRF2BP2",-0.318938403183554,3.94481960435935,-2.46051101777227,0.016979705229674,0.964363620971626,-3.41013327642888
"TMEM30A",-0.241675159213148,6.41219229777117,-2.45969564115105,0.0170144672981888,0.964363620971626,-3.4111124099312
"CSF2RA",-0.429409799104941,3.13364944972749,-2.45888459095944,0.0170491085175773,0.964363620971626,-3.41208611823992
"NDUFA2",-0.298663009902144,3.96286845911994,-2.45774010835098,0.0170980992557381,0.964363620971626,-3.41345973951498
"PTPRT",-0.449794440533027,2.92534745244026,-2.45727877126311,0.0171178830952554,0.964363620971626,-3.41401331244335
"SFRP2",-0.399587958328294,3.22911975643298,-2.45472694927977,0.0172276876128152,0.964363620971626,-3.41707398257231
"GSTM1",-0.302525459589015,3.79304264654807,-2.45450306896604,0.0172373513543336,0.964363620971626,-3.41734239744775
"SMIM23",-0.475069403658709,3.20624465597493,-2.45447308604104,0.0172386459309345,0.964363620971626,-3.41737834328581
"ID3",-0.294312086601059,4.73545728322944,-2.45433916134275,0.0172444294839831,0.964363620971626,-3.41753889868789
"FRZB",-0.399698556156214,3.50212657085309,-2.45355807152651,0.0172781957667262,0.964363620971626,-3.41847518208673
"MRPL33",-0.318200272185607,4.09461286844564,-2.45332850106513,0.0172881313460318,0.964363620971626,-3.41875032503397
"SPR",-0.330596079264045,3.5405039530513,-2.44581116078629,0.0176163301625454,0.964363620971626,-3.42774976236046
"CRYBA1",0.371547301134796,3.25256192095955,2.44568683230044,0.0176218050345391,0.964363620971626,-3.42789843674962
"LFNG",-0.376383267115989,3.99435892484233,-2.44524115853234,0.0176414431052019,0.964363620971626,-3.42843133746729
"CALHM2",0.271251462297197,4.10165519772853,2.44198455952857,0.0177855399620469,0.964363620971626,-3.43232320129584
"CHORDC1",-0.423408788038436,3.58578143558095,-2.44140866372576,0.0178111319142741,0.964363620971626,-3.4330110498154
"NUTM2G",0.267060614679965,4.94887093095766,2.4395779431077,0.0178927066214804,0.964363620971626,-3.4351968842804
"CALU",-0.248974389084606,4.58786152759982,-2.43928097643692,0.0179059707339758,0.964363620971626,-3.43555134403125
"B3GNT3",-0.390520910231861,3.20310062222694,-2.43868433128511,0.0179326468235734,0.964363620971626,-3.43626340665387
"JADE3",-0.470124114454837,2.38614059621947,-2.43825016633682,0.01795208086531,0.964363620971626,-3.43678147957491
"ADCK5",0.296071734740909,3.76005694326119,2.43806700955654,0.0179602849881275,0.964363620971626,-3.43700001388671
"ITGB3BP",-0.404700186805264,3.3449109531063,-2.43716941574873,0.0180005395946467,0.964363620971626,-3.43807081128084
"DCUN1D1",-0.330314303690939,4.06072708997661,-2.43493569201378,0.0181010683993436,0.964363620971626,-3.44073433356446
"CCT4",-0.347809581949722,3.69918444945773,-2.43476551590262,0.0181087478378537,0.964363620971626,-3.44093718185493
"TFCP2L1",-0.40195144480671,3.39196967493115,-2.43339320499723,0.0181707824617075,0.964363620971626,-3.44257259053987
"TMEM175",-0.427559987024087,3.4704265152182,-2.43326991769569,0.018176364945396,0.964363620971626,-3.4427194818572
"COL1A2",-0.292619319508503,5.31800229179913,-2.43168644502999,0.0182482022471914,0.964363620971626,-3.44460564266152
"TEX264",-0.296652983581423,3.87017924799516,-2.42970110761972,0.0183386314935547,0.964363620971626,-3.44696923744697
"MAPK3",-0.292572476927848,4.11924162075865,-2.42949051235358,0.0183482473941402,0.964363620971626,-3.44721987491026
"CRYL1",-0.344509081158693,3.58332630731199,-2.42328831224599,0.0186334831994393,0.964363620971626,-3.45459432660363
"CNTROB",-0.46731755050765,3.32064172672767,-2.42305590801256,0.0186442483607613,0.964363620971626,-3.4548703922693
"SLC25A23",-0.344505126634459,3.34658721963231,-2.4227563344197,0.0186581331065047,0.964363620971626,-3.45522621810761
"S1PR3",-0.319717117400202,4.34016103013246,-2.42010531551642,0.018781408879784,0.964363620971626,-3.45837364606878
"MMADHC",-0.265698559660781,4.33411912492966,-2.41951245105069,0.0188090777306582,0.964363620971626,-3.45907718516189
"BRMS1",-0.48929971435509,3.339754108208,-2.41910141115581,0.0188282823529905,0.964363620971626,-3.45956488397299
"TMEM165",-0.314284581989137,4.41755580575725,-2.41874735118305,0.0188448388724063,0.964363620971626,-3.45998492811105
"SH3TC1",0.321560066724572,3.34421904933959,2.41754411698048,0.0189012021565195,0.964363620971626,-3.46141207020055
"BTG2",-0.252200443199439,4.75891341608261,-2.41730647497606,0.018912351941809,0.964363620971626,-3.46169387391478
"TMEM108",0.413266975714813,3.44395451548504,2.41684527034469,0.0189340077851325,0.964363620971626,-3.46224072840006
"REX1BD",-0.308528366913526,3.62701706612658,-2.41676665086987,0.0189377015795978,0.964363620971626,-3.46233394069288
"NCAPH",-0.501417027036798,3.18997305561282,-2.41618129077041,0.0189652240190405,0.964363620971626,-3.46302788245789
"ALPL",0.410630749583166,3.61855406414115,2.41570483038196,0.0189876527227931,0.964363620971626,-3.46359263435704
"EMD",-0.31845913388591,4.25359592829852,-2.41483752007372,0.0190285412753314,0.964363620971626,-3.46462045665063
"MAP3K4",0.31052819096642,3.57689199424276,2.41173091988473,0.0191756485319612,0.964363620971626,-3.46829979934559
"GRPEL2",0.325637756075293,3.81702279438619,2.41109966931393,0.0192056647081607,0.964363620971626,-3.4690470100449
"THTPA",0.382930269302202,3.69504815970682,2.40785119952282,0.0193607983780008,0.964363620971626,-3.47288997942655
"KRTAP29-1",-0.37000776147585,3.27019732828462,-2.40424088702401,0.0195345305306725,0.964363620971626,-3.47715660409339
"CTNND1",-0.373060683407346,4.09854521048902,-2.40316134471169,0.0195867501723331,0.964363620971626,-3.4784314922369
"KRTAP12-2",0.314015666227342,4.0614555179022,2.40298674330317,0.0195952077472821,0.964363620971626,-3.4786376491518
"PRXL2B",-0.330338420272905,4.14521480244707,-2.40171215335911,0.0196570473189256,0.964363620971626,-3.48014226474529
"OR6B1",-0.367414320100432,3.15681030166485,-2.399613763464,0.0197592366908072,0.964363620971626,-3.48261808859663
"POLE3",0.306612383579528,3.7010769865672,2.39900065687477,0.0197891841196822,0.964363620971626,-3.48334117682221
"CERS5",-0.347400901385496,3.89770488825541,-2.39882386390612,0.0197978271965537,0.964363620971626,-3.48354965871132
"HMGN3",-0.327762523809719,4.21479209383742,-2.39579870326664,0.0199462469747362,0.964363620971626,-3.48711532738034
"DEFA4",0.427105473550343,3.16137868215208,2.39379338808097,0.0200451802050526,0.964363620971626,-3.48947712981144
"CDC42EP1",-0.31400999049276,4.12952926898449,-2.3915370218407,0.0201570247679756,0.964363620971626,-3.49213289150508
"OR51S1",-0.444151697198286,3.08497088503633,-2.39148135499629,0.0201597911406656,0.964363620971626,-3.4921983887868
"CDC40",-0.369090538563636,3.31087727050188,-2.39135081890358,0.020166279486737,0.964363620971626,-3.49235197243047
"RNF19B",-0.316371358797148,3.6243701839645,-2.39133692759906,0.0201669700694445,0.964363620971626,-3.4923683160347
"SAA2",-0.480796345432005,2.63683957752353,-2.3905889579609,0.0202041854153,0.964363620971626,-3.49324822627798
"OR2T27",-0.365284418888769,3.58970069928027,-2.39031027581506,0.0202180670143953,0.964363620971626,-3.49357601621257
"PWP2",-0.453196531900483,2.85285067736634,-2.38836821158989,0.0203150417953486,0.964363620971626,-3.49585952668502
"MAP2K6",0.555761845062641,3.35570331859681,2.38793767458189,0.0203365965152465,0.964363620971626,-3.49636557582812
"RBM10",-0.446730603267467,3.0734479613924,-2.38479444965303,0.0204945829298151,0.964363620971626,-3.50005807645473
"PGBD1",0.313385585643059,3.31623275227739,2.38424804408421,0.0205221585160335,0.964363620971626,-3.50069960382357
"NUP43",-0.279886520147999,3.74551167442432,-2.38364458536268,0.0205526520228817,0.964363620971626,-3.50140799183153
"ALG12",-0.479488738071838,3.62336126021751,-2.38340475562019,0.0205647821745851,0.964363620971626,-3.50168948677303
"CAPN14",0.348687701713325,3.65460235023241,2.38180953531479,0.020645628761318,0.964363620971626,-3.50356131558505
"TMA7",-0.192853656461871,7.6478543656187,-2.3813881917334,0.0206670301209796,0.964363620971626,-3.50405556662202
"PMM1",-0.336730388706224,3.26842525860502,-2.38114410144621,0.0206794373143269,0.964363620971626,-3.50434186400728
"RBM15B",0.300111167696005,3.87585679651113,2.38059643322662,0.0207072997464073,0.964363620971626,-3.50498415476287
"RPL41",-0.200392855996767,7.28883226388122,-2.38000550971532,0.0207374004636856,0.964363620971626,-3.50567705309387
"CST3",-0.285211354490929,5.64710891572551,-2.37861493749908,0.0208083886149514,0.964363620971626,-3.50730709831605
"DUSP19",-0.440517959805811,2.86825113003875,-2.37508902361882,0.0209893609420307,0.964363620971626,-3.51143709331237
"TSPO",-0.339174468558783,3.56770881907091,-2.37395843625219,0.0210476873453323,0.964363620971626,-3.51276043061096
"CAPN1",-0.350877311730223,3.83954235183154,-2.37359950060535,0.0210662349481852,0.964363620971626,-3.513180463495
"ZNF639",0.387573202038481,3.65257449526485,2.37228450883493,0.0211343106723656,0.964363620971626,-3.51471889298636
"ENO1",-0.296818932959129,4.5137989370761,-2.37221479162646,0.0211379253450828,0.964363620971626,-3.51480043881377
"RLIM",0.347253714520399,3.60825492111909,2.3718782254264,0.0211553832885942,0.964363620971626,-3.51519408406224
"FAM205A",-0.294966874354143,3.47545319365379,-2.37078896619032,0.0212119724397877,0.964363620971626,-3.51646779281944
"MSANTD2",-0.304206364691755,3.86090464557482,-2.37029568510624,0.0212376438691507,0.964363620971626,-3.51704446254542
"CASKIN2",-0.296022220753355,4.32616338600911,-2.36938922350543,0.0212848905754128,0.964363620971626,-3.51810393122519
"IGF2R",-0.267249477200691,4.7701654851946,-2.36883498431104,0.0213138249881644,0.964363620971626,-3.51875157743254
"PICALM",-0.265707826663161,5.28297441217531,-2.36877820184787,0.0213167913386333,0.964363620971626,-3.51881792328231
"FXYD2",-0.389156293524469,5.00092657539863,-2.36838581245043,0.0213373000925051,0.964363620971626,-3.51927636761424
"KRTAP1-1",0.313558017699249,3.51045048733144,2.3660756597836,0.0214584014145623,0.964363620971626,-3.5219742826753
"PUS10",-0.34740191940897,3.04770010156822,-2.36382086886928,0.0215771928155372,0.964363620971626,-3.52460568037151
"COQ5",-0.420497128211605,3.04650682374221,-2.36305944124539,0.0216174404390858,0.964363620971626,-3.52549386956553
"HNRNPUL1",-0.275324137920821,4.8741443781322,-2.36286301144377,0.0216278342291368,0.964363620971626,-3.52572296667371
"UNC5C",-0.463606558759487,3.27528725706613,-2.36094697667552,0.0217294528690401,0.964363620971626,-3.52795691435197
"TMEM241",-0.401736508712765,3.27752830751332,-2.35829192556735,0.021870971161454,0.964363620971626,-3.53105029623518
"TRPM7",-0.501739948410828,2.85668301331731,-2.35656508577821,0.0219634557766386,0.964363620971626,-3.53306085177731
"GOLGA8J",0.266734274562015,4.60420178295711,2.35653607678514,0.0219650123949214,0.964363620971626,-3.53309461762814
"CEBPG",0.316641138819736,3.96597628263515,2.35512026812892,0.0220411043615952,0.964363620971626,-3.53474221705944
"MTHFD2",-0.23331268997971,5.0540469447045,-2.35486893101174,0.0220546369383515,0.964363620971626,-3.53503462596654
"ADAM9",-0.326461117931419,4.48034472166585,-2.35417677537107,0.0220919425800227,0.964363620971626,-3.53583977020528
"BCO2",0.371108365476505,3.36852154816338,2.35032635102327,0.0223005024694407,0.964363620971626,-3.54031556184788
"SF3A1",-0.418784962126958,3.45413182507506,-2.34999188457747,0.0223187017097183,0.964363620971626,-3.54070409590072
"ZNF213",-0.285682771102092,3.85762576698057,-2.34856596147353,0.0223964389699536,0.964363620971626,-3.54236006687812
"PIGBOS1",-0.394995616452727,3.1501485580544,-2.34810543415146,0.022421597194687,0.964363620971626,-3.54289473394816
"MYO18A",-0.364640325049954,3.88468242914764,-2.34780085255592,0.022438250090757,0.964363620971626,-3.54324830729384
"ZSWIM8",-0.347175630147218,3.94924569567652,-2.34763578976405,0.0224472794553561,0.964363620971626,-3.54343990619481
"FAM89A",-0.337246490934072,4.03714914636686,-2.34715947642438,0.022473353221451,0.964363620971626,-3.54399273773878
"WWP2",-0.282938148786486,4.1483557435441,-2.34628866971364,0.0225210917611612,0.964363620971626,-3.54500322281004
"WDR45B",0.329775414605383,3.71113196800731,2.34429038890419,0.0226309819220101,0.964363620971626,-3.5473209840509
"HLA-A",-0.218870247352882,7.38206545351887,-2.34293959783007,0.022705535894289,0.964363620971626,-3.54888691058755
"NOTCH2",-0.286855087222674,4.47808100515199,-2.34099657938492,0.022813160891869,0.964363620971626,-3.5511382172315
"ATXN7L1",-0.373488516895753,3.52984667322085,-2.34018204377989,0.0228584137442793,0.964363620971626,-3.5520815802512
"CCM2L",-0.260635150105297,3.81417486644747,-2.33997853617298,0.0228697324357866,0.964363620971626,-3.55231723685546
"SNHG32",-0.25716445437767,4.54410495654454,-2.33889196476403,0.0229302500409212,0.964363620971626,-3.55357520238457
"ATP1B1",-0.223154010421145,5.67160777187864,-2.33659586294656,0.0230586036069965,0.964363620971626,-3.55623206661215
"GMNN",-0.345038126501735,3.26029960148665,-2.33551288469739,0.0231193648494886,0.964363620971626,-3.5574845318838
"APOBR",0.325075058575196,3.44418593265698,2.33535420814507,0.0231282794882394,0.964363620971626,-3.55766800536382
"CCNG1",-0.327762978353377,3.78936102610956,-2.33467187360954,0.0231666487971281,0.964363620971626,-3.55845686551296
"MAGEA3",-0.393587214442779,3.60775369002288,-2.33337397960669,0.0232397891707232,0.964363620971626,-3.55995691484441
"INO80",-0.480668078938528,3.12579057670512,-2.3332737778113,0.0232454444052106,0.964363620971626,-3.56007269803199
"CRYGS",-0.294408344684857,3.4899913618459,-2.33251356208002,0.0232883897834905,0.964363620971626,-3.56095100746675
"USP17L7",0.257509652924774,4.60822784157923,2.33201261728795,0.0233167273205498,0.964363620971626,-3.56152965433634
"DIP2B",-0.519505307666957,3.1047032127473,-2.3315799936258,0.0233412247853498,0.964363620971626,-3.56202930862446
"MAP4K4",0.289971597693211,4.40986485841118,2.33079491329649,0.0233857388278218,0.964363620971626,-3.56293585373955
"DCAF5",-0.350124742451836,3.64769396596656,-2.32972663879618,0.0234464314982787,0.964363620971626,-3.564169044421
"OR4D2",0.300752904971817,3.40442983681074,2.32607318289731,0.0236550603353563,0.964363620971626,-3.56838333866535
"HDHD2",-0.421810976123284,2.96326613804167,-2.3239550117371,0.0237767734525142,0.964363620971626,-3.57082442078017
"NDUFA4",-0.304170047450577,4.32707986485417,-2.32172305707089,0.0239056280198511,0.964363620971626,-3.57339484576548
"MAP3K2",-0.280593003679022,4.076075426269,-2.3210183321459,0.0239464419803644,0.964363620971626,-3.57420605936751
"CTBP1",-0.33951996248792,4.27455210549514,-2.31909544618358,0.0240581212386296,0.964363620971626,-3.57641857536436
"HDHD5",-0.327147334998456,3.49655549954098,-2.3188186677811,0.0240742343676792,0.964363620971626,-3.57673693062188
"HIPK3",-0.291563041922934,4.57142878684545,-2.31840302508475,0.0240984497684794,0.964363620971626,-3.57721495690131
"GHRL",0.341991429187618,3.64766977876743,2.31599589132425,0.0242391166303072,0.964363620971626,-3.57998212266727
"COQ8B",0.265794160684675,3.85365621712141,2.31406881287037,0.0243522565371199,0.964363620971626,-3.58219589022559
"NDUFS7",-0.378422417452496,3.57666422095213,-2.31192249900382,0.0244788208957251,0.964363620971626,-3.58465989355018
"TUBB1",-0.321942996328777,3.62092622364978,-2.31191421389264,0.0244793105860804,0.964363620971626,-3.58466940169363
"OR2A5",0.365143279688459,3.31393658138482,2.31170221753766,0.0244918435667119,0.964363620971626,-3.58491268391137
"TRMT1L",-0.355217635913114,3.73691003512133,-2.3115655910648,0.0244999237917239,0.964363620971626,-3.58506946455217
"SPIN1",-0.280916317982595,4.1111865010554,-2.31118683519948,0.0245223361920018,0.964363620971626,-3.5855040557011
"TMEM208",-0.348940128982612,3.52412034252066,-2.30909238041448,0.0246466025560592,0.964363620971626,-3.58790631185981
"MEF2D",-0.281070269054442,4.65136947885439,-2.30850029682134,0.0246818329543444,0.964363620971626,-3.58858511380585
"USP8",-0.385916820984604,3.51117159743535,-2.3083924320104,0.0246882559915659,0.964363620971626,-3.58870876284751
"FABP6",-0.345323192153903,3.25790878409626,-2.30819687530957,0.0246999046182205,0.964363620971626,-3.58893292505168
"OR3A2",0.420213847337847,3.23800836782039,2.30780954726704,0.0247229908222431,0.964363620971626,-3.58937686858914
"MAU2",-0.351702961410282,3.24395686855801,-2.3075188908404,0.0247403276382402,0.964363620971626,-3.58970997359293
"OR2H1",-0.39438916466337,3.08251239293006,-2.30618223982153,0.0248201942858021,0.964363620971626,-3.59124143137766
"BHLHE41",0.358366909147946,3.56603749864041,2.30569198838661,0.0248495448717748,0.964363620971626,-3.59180296731757
"PCF11",-0.289473554959429,3.93185697534046,-2.30537652191597,0.0248684476720712,0.964363620971626,-3.59216425676281
"ALKBH7",-0.326842933872487,3.81178336213476,-2.30521857507046,0.0248779166745466,0.964363620971626,-3.59234513226505
"ZNF513",-0.381500716140059,3.25920363761601,-2.30490617820663,0.0248966544847694,0.964363620971626,-3.59270285158365
"TMBIM6",-0.345010400944383,5.58905897965063,-2.30392584728673,0.0249555370139409,0.964363620971626,-3.59382517370991
"HNF1A",-0.365821052318868,3.17881686366416,-2.30211154018236,0.0250648381373638,0.964363620971626,-3.59590132483154
"GPR21",0.335798460310078,3.42493137050043,2.30177295843621,0.0250852827131497,0.964363620971626,-3.59628863605118
"CDV3",-0.272040681745422,4.44744972623239,-2.30131292661561,0.02511308456019,0.964363620971626,-3.5968148085356
"POGZ",-0.329685218106164,3.66073738172015,-2.30068818745519,0.0251508842860155,0.964363620971626,-3.59752924320642
"LTBP4",-0.356216910796436,4.20897888897497,-2.29889785264241,0.0252594884276237,0.964363620971626,-3.59957581834872
"CDH13",0.339232240598527,4.06091743482719,2.29857088549402,0.0252793676463099,0.964363620971626,-3.59994945382098
"ZNF792",0.294265505244008,3.8050409178049,2.29843939483839,0.0252873660429056,0.964363620971626,-3.60009970105785
"LTBP1",-0.362578687452031,3.5419770323996,-2.29618430838339,0.0254248903207474,0.964363620971626,-3.6026754655578
"FNBP4",-0.316060942262195,4.25440116699674,-2.29390273552456,0.0255647057201177,0.964363620971626,-3.60527955769837
"TGFBI",-0.300523827832565,3.50752229770427,-2.29388548878996,0.0255657652004919,0.964363620971626,-3.60529923502375
"E2F4",-0.27909563708485,3.96254901461234,-2.29207850070516,0.0256769862385796,0.964363620971626,-3.60736026904176
"SCN9A",-0.380152550354679,3.05424451351301,-2.29206750440653,0.0256776643798569,0.964363620971626,-3.60737280759579
"COX19",-0.437345420828388,3.13623824249379,-2.2918523120107,0.0256909384878291,0.964363620971626,-3.60761817213735
"LRRFIP1",-0.302750217623577,4.87842547237468,-2.2909433069012,0.0257470775887329,0.964363620971626,-3.60865443853775
"ZNF709",0.289273488242335,3.45290276030792,2.28969118147359,0.0258245857799942,0.964363620971626,-3.61008135798564
"SYNJ1",-0.368334161864697,3.45627642645785,-2.28861118352864,0.0258916054039112,0.964363620971626,-3.6113116517098
"PAPPA",-0.530581170909725,2.52593991104227,-2.28838236528938,0.0259058246034074,0.964363620971626,-3.61157225713009
"TCEAL7",0.402809673493763,3.06284379156442,2.28716177005258,0.0259817919020773,0.964363620971626,-3.61296208605617
"PHKB",-0.36003681253775,3.77907382816867,-2.2864760765736,0.0260245547305078,0.964363620971626,-3.61374260596189
"MPV17L",0.274007076098108,3.77627062069053,2.28643656654918,0.0260270206501549,0.964363620971626,-3.61378757458707
"KIAA1143",-0.259500861453069,4.25503334699341,-2.28432674707652,0.0261590013924559,0.964363620971626,-3.61618803436204
"POMZP3",0.229732904804099,4.97500906445191,2.2839012668536,0.0261856893653137,0.964363620971626,-3.6166719255393
"KRTAP9-3",-0.379097923422552,3.41140714735893,-2.28047128419269,0.0264017168397164,0.964363620971626,-3.62057031241904
"GJC2",0.290786672592868,4.32644897381371,2.28029598746082,0.0264127997423783,0.964363620971626,-3.62076942976455
"HNRNPA0",-0.290935096859428,4.51830670735484,-2.2799847710194,0.0264324861568357,0.964363620971626,-3.62112290825997
"DNM3",-0.367934782991862,3.79343796076216,-2.2788848693897,0.0265021662511414,0.964363620971626,-3.62237188201202
"PEX2",-0.342211893647407,3.36267787618266,-2.27878331496059,0.0265086080561578,0.964363620971626,-3.62248717749879
"EFHD1",-0.345346965869039,3.98531698556416,-2.27836174272984,0.0265353640970238,0.964363620971626,-3.62296575024582
"RAB6B",0.509651145246282,3.03568450285545,2.2779641069453,0.0265606229069868,0.964363620971626,-3.62341708911581
"CRHR2",-0.455887368854077,2.92038846829899,-2.27750586245293,0.0265897581801804,0.964363620971626,-3.62393714880597
"NPBWR2",0.310104741682598,3.20538243076702,2.27713478601607,0.026613372058915,0.964363620971626,-3.62435822420177
"CDK5R1",0.371988304564025,3.18707803622957,2.27654288684233,0.0266510767445005,0.964363620971626,-3.62502976927367
"GHITM",-0.312182173765335,3.89733116507345,-2.27545650621485,0.0267204037790833,0.964363620971626,-3.62626199150042
"SAP30BP",-0.292677665649442,3.85607849539427,-2.27539331140733,0.0267244414530809,0.964363620971626,-3.62633365630291
"ZSWIM4",0.304518940256444,3.67897139381171,2.27339158502108,0.0268526170520157,0.964363620971626,-3.62860289883641
"C16orf96",0.319226719236152,3.28168294880115,2.27303548376336,0.0268754761345562,0.964363620971626,-3.62900643294168
"RRAGD",-0.360978646628382,3.08666738963587,-2.27139900749957,0.0269807478380266,0.964363620971626,-3.63086027663258
"BABAM2",0.307069812248026,3.97238048937419,2.270928937987,0.0270110541016607,0.964363620971626,-3.63139259794685
"EIF2B4",0.301851834401507,3.73799316386821,2.26807682954311,0.0271955826525339,0.964363620971626,-3.63462063427532
"CEBPB",-0.35454219356683,3.6230410999712,-2.26649147653559,0.0272986357170352,0.964363620971626,-3.63641362564608
"COQ10B",-0.275925308182696,3.76099511275914,-2.26289505040623,0.0275336987010515,0.964363620971626,-3.64047758002182
"PIP5K1C",-0.231858377380584,4.1268319787242,-2.26250375229305,0.0275593818392105,0.964363620971626,-3.64091945232298
"CGN",-0.454536116943077,2.88353044857302,-2.26188614178232,0.0275999623330258,0.964363620971626,-3.64161676988008
"HBA2",0.854414381101691,5.60518529103489,2.26111864862313,0.027650464697902,0.964363620971626,-3.64248311320011
"PTGES2",-0.292446810684312,3.64517035440931,-2.25947032651576,0.0277592038055893,0.964363620971626,-3.6443429822227
"ZFP28",-0.397080893565043,3.45565836419502,-2.25806150004114,0.0278524434206534,0.964363620971626,-3.64593180629969
"MEA1",-0.379248609089982,3.69880598267923,-2.25762014685888,0.0278817102451048,0.964363620971626,-3.64642939455524
"DUSP16",0.249957266579676,3.84583089970126,2.2571231910367,0.0279146967506057,0.964363620971626,-3.64698958206439
"STX1B",0.2067813908297,4.38488499344035,2.25575712733258,0.0280055502192722,0.964363620971626,-3.64852898058885
"USH1G",0.336303350170949,3.39165688210297,2.25494635990362,0.0280595960042749,0.964363620971626,-3.64944229003219
"ABL1",-0.356110348418706,3.83299005443751,-2.25471509386553,0.0280750291174361,0.964363620971626,-3.64970275997746
"TRPV1",-0.408091287643812,2.66369987270645,-2.25211759254889,0.0282488852899712,0.964363620971626,-3.65262688098952
"SLC12A1",-0.432906362240023,3.4183385089436,-2.25139278486714,0.0282975678629822,0.964363620971626,-3.65344237345357
"DNLZ",-0.393087194617029,2.90726402898419,-2.25102085093142,0.0283225780553412,0.964363620971626,-3.65386076498349
"C17orf99",0.320096525701053,3.87304106874513,2.25029683455838,0.0283713196453004,0.964363620971626,-3.65467506680112
"IL1RN",-0.410928258156787,3.22134183070418,-2.25015564684908,0.0283808332009043,0.964363620971626,-3.65483383761958
"CA1",-0.399860876858707,3.21529299044728,-2.24919161673862,0.0284458672395666,0.964363620971626,-3.65591772358851
"MIEF2",-0.269134009385137,3.47552213430625,-2.24806663485041,0.0285219258188962,0.964363620971626,-3.65718212719837
"MUC22",0.26373730501403,3.6537131745432,2.24786316855596,0.0285357011046578,0.964363620971626,-3.65741075837346
"MCAM",-0.31223854346745,3.83589413999921,-2.24739007803751,0.0285677535178637,0.964363620971626,-3.65794230049191
"FSIP2",0.392183529537252,3.06274253099045,2.24591372004214,0.0286679832401501,0.964363620971626,-3.65960052114905
"NPTN",-0.268529443241286,4.85514663178027,-2.24585623724893,0.0286718920199665,0.964363620971626,-3.65966506815295
"RIOK2",-0.252356124175918,3.79853223087582,-2.24556240988741,0.0286918793863128,0.964363620971626,-3.65999498515922
"PLS3",-0.299653628969374,4.37858366170183,-2.24406624348957,0.028793846090766,0.964363620971626,-3.66167441192554
"FAM47B",-0.421047063750076,3.44308402209979,-2.24384028801654,0.0288092732178706,0.964363620971626,-3.66192797012235
"KBTBD7",-0.367729787090095,3.22466893753787,-2.24186803144582,0.0289442397342898,0.964363620971626,-3.66414033497184
"IFITM1",-0.222002741337206,6.54756162241402,-2.24123944798719,0.0289873725884822,0.964363620971626,-3.66484513371148
"PQBP1",0.338549649993292,3.44192377038327,2.23561867387501,0.0293755973622238,0.964363620971626,-3.67114074852685
"DNAJC3",-0.339023722737202,4.05336088774974,-2.2352779139137,0.0293992805186388,0.964363620971626,-3.67152203447741
