"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NR2F2",-0.329729594048319,5.47935596201043,-2.83818339377699,0.00630608204153463,0.953890231434832,-2.93302047104406
"CCDC82",-0.340738611471704,3.56539636016148,-2.83685299460971,0.00632905172150557,0.953890231434832,-2.93477917492765
"CTSZ",-0.375298206360713,4.60205624909253,-2.83572761794659,0.00634854196980865,0.953890231434832,-2.93626644679034
"PF4",0.330968508261278,4.09103166881094,2.83472447711165,0.00636596196757608,0.953890231434832,-2.93759186137232
"COX18",0.405755619119276,3.67252626970398,2.83101001749912,0.00643085049577355,0.953890231434832,-2.94249707263627
"FAM219B",-0.377690272156235,4.04226262862451,-2.82660457645443,0.00650860174520052,0.953890231434832,-2.94830951386964
"GPX4",-0.252869232724464,4.99855882962667,-2.82403940081371,0.00655427331314051,0.953890231434832,-2.95169131540589
"MAPKBP1",-0.334634320736257,5.32520452803718,-2.8198890617138,0.00662879501869485,0.953890231434832,-2.95715880471496
"FOXD2",-0.394991839970746,3.70214052212984,-2.81900788813091,0.00664471732658578,0.953890231434832,-2.95831897201631
"RALY",-0.294120240232512,4.11186289499676,-2.81768448789979,0.00666869675870319,0.953890231434832,-2.96006095040312
"LRP1",-0.321407290178886,4.6596516327302,-2.81104590084798,0.00679019488346557,0.953890231434832,-2.96879142445886
"KRTAP2-3",0.410993697520019,3.77898128707582,2.80857199761472,0.00683599181920282,0.953890231434832,-2.97204153422281
"RPL32",0.241023957679668,7.53053667990914,2.80153653705287,0.00696779443080221,0.953890231434832,-2.98127446971757
"RARB",-0.440926408540098,3.40984916301813,-2.79715209434279,0.00705111396796646,0.953890231434832,-2.98702089310563
"PAX1",0.442944227567504,2.86181751357277,2.79702257723917,0.00705358915079023,0.953890231434832,-2.98719055595909
"RPRD1B",-0.356013982306671,4.26360798854486,-2.79597470872203,0.00707364429371887,0.953890231434832,-2.98856304234975
"SH2D3A",0.371120293145315,3.45074420654105,2.79362213224439,0.00711886186682962,0.953890231434832,-2.99164322328783
"STARD13",-0.412429816692868,4.12273717149328,-2.78861401712041,0.00721600869196209,0.953890231434832,-2.99819472284428
"ZNF546",-0.590412883247733,2.89920091244068,-2.78540322842309,0.00727893232305065,0.953890231434832,-3.00239104011648
"FLOT2",0.267536019371124,4.72421962550444,2.78418983975536,0.00730284311906196,0.953890231434832,-3.0039760625778
"BEST2",-0.587885547159646,2.85241399966826,-2.77991950690445,0.00738757005860844,0.953890231434832,-3.00955077682652
"TMEM41B",-0.328162904336449,4.89842953732934,-2.77929624546194,0.0074000115216245,0.953890231434832,-3.01036395497825
"TMEM141",-0.436033831055351,3.70043437565774,-2.7786743959449,0.00741244402927576,0.953890231434832,-3.01117517416619
"CRACD",-0.364813046988242,3.36324171557899,-2.77862925059185,0.00741334735944753,0.953890231434832,-3.0112340629331
"ZYX",-0.294809907936459,5.08732332671561,-2.77018045955305,0.00758419837842284,0.95471714805996,-3.0222440402568
"ODR4",-0.383417463015861,3.69823735517011,-2.76862034775632,0.00761614057869693,0.95471714805996,-3.02427472451602
"NUP85",-0.365290418488695,3.59912953862951,-2.76668519857417,0.00765593344711366,0.95471714805996,-3.02679254195575
"DDIT4",-0.410781335030735,4.65240581433627,-2.76662343394245,0.00765720667120958,0.95471714805996,-3.02687288503796
"LYPD6B",-0.396545040142113,3.10880013876699,-2.76006207128397,0.00779357865798444,0.959618667142638,-3.03540126507178
"TSC22D1",-0.302712404777277,5.80928326570494,-2.75900081636543,0.00781584465280313,0.959618667142638,-3.03677944068124
"TMBIM1",-0.317946629924728,4.72493778130583,-2.75499364801292,0.00790044695229462,0.962657490762929,-3.04198016693773
"ATP5MC2",-0.313364281516238,6.76686249815516,-2.74698612977332,0.00807203580750641,0.964363620971626,-3.0523580747989
"TCIM",-0.333391626173611,6.49575868100672,-2.7403885398652,0.00821597887744884,0.964363620971626,-3.06089392432809
"KCTD11",0.31341274046674,4.3555940452975,2.7393412618213,0.00823904360656256,0.964363620971626,-3.06224764518096
"H1-7",-0.558634973756916,3.07788083943512,-2.73920703781136,0.00824200398623351,0.964363620971626,-3.06242111993531
"ADAM30",-0.527159145012642,3.10646038081857,-2.73823336162624,0.0082635081912374,0.964363620971626,-3.06367935952875
"TXLNA",-0.34245872818037,3.83251957439794,-2.72684640065231,0.00851885046001742,0.964363620971626,-3.07837254168326
"CENPJ",-0.489056566419015,2.8147938403143,-2.72411800027301,0.00858109867071886,0.964363620971626,-3.08188718679627
"ZWILCH",-0.405427984201758,3.34870176596994,-2.7199397038222,0.00867723576963165,0.964363620971626,-3.08726507365066
"MTIF3",-0.33764010127002,3.92164913360509,-2.71915993262399,0.00869528634937769,0.964363620971626,-3.08826811762863
"AKR1C1",-0.666447774380083,2.00903970555455,-2.71079017223031,0.0088912155596074,0.964363620971626,-3.09902249526354
"DYRK3",-0.401968018719521,3.13514553304176,-2.70937853173683,0.00892465721200283,0.964363620971626,-3.10083417407801
"TRMT6",0.370131480444416,3.37313660272308,2.70899708502741,0.00893371342942579,0.964363620971626,-3.10132361053556
"IL18BP",0.327682784125657,4.34430719373125,2.70837266252787,0.00894855651130651,0.964363620971626,-3.10212471261563
"TBP",-0.419019708811514,3.57637791225944,-2.70773759566964,0.00896367581215254,0.964363620971626,-3.10293934602197
"KIAA1109",-0.450177062429939,3.4400642365043,-2.70703057259093,0.00898053575785738,0.964363620971626,-3.10384613328158
"CCSER1",0.496234574993182,3.0644612405263,2.7063574920439,0.00899661330924905,0.964363620971626,-3.10470924272143
"ERF",-0.362136981395046,3.84698772019465,-2.70016031925079,0.00914588703544934,0.964363620971626,-3.11264938819558
"CENPE",0.423974946530472,3.18698947355803,2.69944274020265,0.00916331750896285,0.964363620971626,-3.11356801164586
"SLC39A7",-0.373150085350409,4.13680275731149,-2.69332421315786,0.00931318173128148,0.964363620971626,-3.12139420754418
"ELAC2",-0.366597911807708,3.77584772977405,-2.69254601277137,0.00933240271646449,0.964363620971626,-3.12238875921454
"TRPC6",-0.477029089823836,3.67137501587053,-2.68951340973601,0.00940765305235265,0.964363620971626,-3.12626265318076
"CEACAM1",-0.31827349259843,5.13273190339984,-2.68786342556322,0.00944882844492158,0.964363620971626,-3.12836915211255
"SOWAHB",0.404206210988328,3.23278625460861,2.68385127067031,0.00954964136666983,0.964363620971626,-3.13348780180996
"ROPN1B",0.332186899448462,3.83732311088048,2.67908059418524,0.00967079477198657,0.964363620971626,-3.13956754649267
"CD163",-0.455685264027757,3.83351393424587,-2.67487477652172,0.00977876845494832,0.964363620971626,-3.14492146247329
"DAAM2",-0.293439280645601,4.44612306296844,-2.6726877875369,0.00983534873725346,0.964363620971626,-3.14770323684043
"SLC13A1",-0.56697646526612,2.94677340667209,-2.67141383767814,0.00986844539200282,0.964363620971626,-3.14932295738619
"NTNG2",0.368135543582724,3.62831160890638,2.66951769211434,0.00991789512653324,0.964363620971626,-3.15173279305909
"MTFR1",0.343500167405313,3.90077353818391,2.66476763469642,0.0100427689427499,0.964363620971626,-3.15776468212187
"ASCC3",-0.426586779667155,3.92864835694282,-2.66189693059331,0.0101189319434766,0.964363620971626,-3.16140657942806
"MAP3K9",-0.380943430774379,3.23496358540844,-2.65884663933016,0.0102004379639961,0.964363620971626,-3.16527342798853
"GPR107",-0.360682026858465,4.22029202832699,-2.65631004400818,0.0102686741913348,0.964363620971626,-3.168486801874
"PIP4P1",-0.343967315957201,3.54209287101911,-2.64997519631754,0.0104409118266816,0.964363620971626,-3.17650283252548
"KLK15",0.515451518998223,2.88866340969955,2.64858401381428,0.0104790882673279,0.964363620971626,-3.17826149366871
"CEND1",0.430747634470764,3.36353106984297,2.64787765281168,0.0104985207959309,0.964363620971626,-3.17915420107134
"COPS3",-0.343592044682314,3.77862944859848,-2.64029812076654,0.010709120734758,0.964363620971626,-3.18872321156042
"VPS13D",-0.351002083836809,3.93865303396794,-2.63936005919101,0.0107354515993468,0.964363620971626,-3.18990621016719
"HPD",-0.577783580551376,2.4086847610934,-2.63013593813358,0.0109975329858555,0.964363620971626,-3.20152371472144
"NGRN",-0.339633614543787,4.17847630431662,-2.62546606017367,0.0111324302678192,0.964363620971626,-3.20739479386273
"SEC23A",-0.423414408667188,3.71670093420784,-2.62503907450682,0.0111448394651117,0.964363620971626,-3.20793125747458
"GLIS3",0.373181896345399,3.70685538659705,2.62308681854773,0.0112017374213718,0.964363620971626,-3.21038331290228
"PRKAR2A",-0.38629726007414,3.53100099249604,-2.62240930754363,0.0112215451226687,0.964363620971626,-3.21123398515173
"RAB40AL",-0.378608077554507,2.92313230566496,-2.61626973813233,0.0114025028335152,0.964363620971626,-3.21893593047029
"PRDX4",-0.42176738873954,3.26210025225419,-2.61498813610751,0.0114406107290711,0.964363620971626,-3.22054212239859
"ATF7",0.333139516816527,4.21579748148925,2.61260694816443,0.0115117226679616,0.964363620971626,-3.2235249698189
"MGAT4B",-0.337009607710468,4.15161965063283,-2.61247421792707,0.0115156983581686,0.964363620971626,-3.22369118286167
"CA8",-0.482611715834561,2.95864418210395,-2.61047175202766,0.0115758305588578,0.964363620971626,-3.22619809733393
"C1QTNF4",0.393257620190906,3.18124768206108,2.608698706749,0.0116293121167829,0.964363620971626,-3.22841670410443
"CKMT2",-0.579304323216098,2.50434549043173,-2.60648982641671,0.0116962549201074,0.964363620971626,-3.23117923284825
"USP17L15",0.234877771631655,7.1467213240114,2.60609303295212,0.0117083173515701,0.964363620971626,-3.23167531219933
"CHRFAM7A",0.31151193272603,4.04011206235464,2.60020664223264,0.0118885980601477,0.964363620971626,-3.23902854371971
"RAP2C",-0.424149843428002,3.34226302116954,-2.59824046981708,0.0119493762142723,0.964363620971626,-3.24148213948187
"NES",-0.349488372403088,5.54247383843059,-2.59768881923812,0.0119664795308078,0.964363620971626,-3.24217031885694
"UQCRHL",0.23562935768935,5.07236828012774,2.59700201320027,0.0119878043343746,0.964363620971626,-3.24302696384082
"POLG",-0.362064978170773,3.82468295882112,-2.59587071614506,0.0120230056715086,0.964363620971626,-3.24443767931436
"PRKCG",0.404223264952032,3.34238301108022,2.59561160210653,0.0120310814712253,0.964363620971626,-3.24476073258441
"SALL3",0.401261828596462,3.3020271442422,2.59525210055216,0.0120422942226572,0.964363620971626,-3.24520890853943
"SLC44A3",-0.411361319976567,2.93247797896837,-2.59449227282819,0.0120660243342,0.964363620971626,-3.24615601502265
"SLC5A7",0.436305326972277,2.88922448802847,2.59165188799472,0.0121551095038306,0.964363620971626,-3.24969480249998
"HOXD3",-0.385335200877754,3.72606327079239,-2.59139780312915,0.0121631076540958,0.964363620971626,-3.25001123313887
"C17orf80",0.324124993828594,3.69006687356621,2.58711633571109,0.0122986029450358,0.964363620971626,-3.25534006111268
"CLVS1",0.42198478670458,3.4674870773318,2.58667642028664,0.0123126024181604,0.964363620971626,-3.25588724906447
"FAM117A",0.317842388802689,3.96783993146001,2.58459915329922,0.0123789035128954,0.964363620971626,-3.25847019058923
"WNT7A",0.412949874070262,3.20052923778327,2.58424114923269,0.0123903628420539,0.964363620971626,-3.25891520056687
"FAM50A",-0.421415824190281,3.54952616880828,-2.58278258256653,0.0124371497949247,0.964363620971626,-3.26072780568994
"NAPA",-0.416363917668752,3.8417049602996,-2.58185342191464,0.0124670385165676,0.964363620971626,-3.26188213518436
"ARFGAP1",-0.398928148471228,3.49665354937615,-2.5793001990128,0.0125495057810023,0.964363620971626,-3.26505262465193
"SGCA",0.318817421080217,4.46404630609677,2.57889945604637,0.0125624944259398,0.964363620971626,-3.26555005523419
"RAB3IP",-0.389630314174539,3.16495680198397,-2.57657561216344,0.012638054687587,0.964363620971626,-3.26843352637577
"TTC23",0.316778240477142,3.4867779808315,2.57623198636743,0.0126492627427749,0.964363620971626,-3.26885975213348
"INTS10",-0.272765310346337,4.00529671823982,-2.55403447819882,0.0133927067928569,0.964363620971626,-3.29630983403895
"CAT",0.270194988298909,4.74473631652438,2.55170253099605,0.0134730675106997,0.964363620971626,-3.29918404009185
"CDR1",-0.454593445727286,2.70529176360347,-2.55100367751085,0.0134972356087053,0.964363620971626,-3.30004504649591
"PURA",-0.345090123940753,4.09516906257416,-2.55036993094504,0.0135191861468955,0.964363620971626,-3.30082569785969
"TNFRSF11B",-0.357994346973709,3.77783569429372,-2.54687394721367,0.0136408566751737,0.964363620971626,-3.30512964195485
"RPL26",0.188648370558131,7.53657218751837,2.54568146548062,0.0136825851752611,0.964363620971626,-3.30659678087022
"PGAP3",0.28525216811919,4.0371312495125,2.53804667893132,0.013952503640259,0.964363620971626,-3.31597870915847
"SPDYE11",0.28165653090714,5.30988784637324,2.53792720018443,0.0139567657570615,0.964363620971626,-3.3161253733819
"ZNF589",-0.324123232906933,3.71397770860107,-2.53474205190196,0.0140708242106416,0.964363620971626,-3.32003347609126
"PRR20A",0.286306388258585,4.55950714961822,2.53402299255982,0.014096689927853,0.964363620971626,-3.32091527143138
"PPP1R16A",0.331229976516328,3.54753316195725,2.53251097276771,0.0141512203067965,0.964363620971626,-3.32276891868419
"XBP1",-0.319101269684821,4.39104863874288,-2.53211698203461,0.0141654607764526,0.964363620971626,-3.32325180126648
"KIAA0825",0.332982756323167,3.56038808126416,2.52927433693001,0.0142685912022717,0.964363620971626,-3.32673424613384
"PRMT8",0.297126044566173,6.94675557485398,2.52823718746318,0.0143063877374476,0.964363620971626,-3.32800414821804
"STC1",-0.497582107158616,2.93744071303932,-2.52695277628363,0.0143533208399084,0.964363620971626,-3.32957629665722
"RAPGEF3",0.330936766747128,4.04610022955803,2.52634566352154,0.0143755535762851,0.964363620971626,-3.33031922198128
"ERCC5",-0.359128926667361,4.00513368090573,-2.52547512797125,0.0144074873944347,0.964363620971626,-3.33138428046404
"UBALD2",-0.374216304463819,3.75636615229772,-2.52526801373396,0.0144150944107947,0.964363620971626,-3.3316376369745
"C1orf122",-0.295380992186148,3.95682375657481,-2.52368606837062,0.0144733171397154,0.964363620971626,-3.33357230255678
"FGFR1OP",-0.622564764525055,2.64542146900399,-2.52289959957586,0.0145023419113209,0.964363620971626,-3.33453381136063
"ILDR2",0.365923720897652,3.63619323386567,2.52198018143925,0.0145363400112108,0.964363620971626,-3.33565759319717
"JCAD",0.327447601031354,4.39618372554766,2.52136955865899,0.0145589593827473,0.964363620971626,-3.33640378361012
"GPC1",-0.41787670560054,3.85152285656984,-2.51969020643366,0.0146213322379339,0.964363620971626,-3.33845532481649
"PTPRD",-0.392069263587646,3.47522163824417,-2.51636909043914,0.0147453945204517,0.964363620971626,-3.34250966601185
"HIGD1C",0.351772598754303,3.09634951600641,2.51562738135218,0.0147732313139023,0.964363620971626,-3.34341461470844
"DPP7",-0.305686871307078,4.03288911465743,-2.51392544144604,0.0148372859871501,0.964363620971626,-3.34549041943694
"ERGIC3",-0.271978004037727,4.40807649778979,-2.50756875587202,0.0150787558803244,0.964363620971626,-3.35323474650013
"AVPR1A",-0.498102499337447,3.09440049163312,-2.50663638614737,0.0151144709226643,0.964363620971626,-3.35436948942907
"KLF5",-0.395601117964592,3.40781988831321,-2.50501821229562,0.0151766377811569,0.964363620971626,-3.35633818681132
"STYK1",-0.33805936371088,4.05966180349789,-2.50012477348338,0.0153660426620605,0.964363620971626,-3.36228617616492
"ZFYVE1",-0.323916142851984,3.531892805178,-2.49947599441717,0.0153913139981737,0.964363620971626,-3.3630741533963
"ZBTB5",-0.41976180967715,3.1439522966831,-2.49713359743471,0.0154828683235497,0.964363620971626,-3.36591792011915
"MCF2",-0.41942975119547,3.05088102450024,-2.49407832395598,0.015603025453342,0.964363620971626,-3.36962431918485
"LARP1B",-0.359326827610768,3.29033699775416,-2.49121518267465,0.0157163904245469,0.964363620971626,-3.37309472929942
"PRRT3",0.301516484544698,3.88494015809795,2.49036361204416,0.0157502512859672,0.964363620971626,-3.37412637320046
"MANEAL",0.292969014085724,3.62124883442243,2.48679279602829,0.0158929555830015,0.964363620971626,-3.37844955692406
"HSPB1",-0.372493737624727,4.7359217421367,-2.48663441788551,0.0158993119707792,0.964363620971626,-3.37864120348921
